impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdev
memcpy_0_avx2_movsb   ,rand SPEC2017   ,1       ,0      ,-1     ,0        ,10000  ,65536       ,1.089E+06 ,1.089E+06 ,1.089E+06 ,1.08E+06  ,1.535E+06 ,1.703E+04
memcpy_0_avx2_movsb   ,rand SPEC2017   ,1       ,0      ,-1     ,0        ,80000  ,8192        ,1.242E+05 ,1.240E+05 ,1.242E+05 ,1.21E+05  ,4.620E+05 ,3.316E+03
memcpy_0_avx2_movsb   ,rand SPEC2017   ,1       ,0      ,-1     ,1        ,10000  ,65536       ,1.083E+06 ,1.082E+06 ,1.083E+06 ,1.07E+06  ,1.469E+06 ,1.287E+04
memcpy_0_avx2_movsb   ,rand SPEC2017   ,1       ,0      ,-1     ,1        ,80000  ,8192        ,1.251E+05 ,1.245E+05 ,1.250E+05 ,1.22E+05  ,4.766E+05 ,5.327E+03
memcpy_0_avx2_movsb   ,rand SPEC2017   ,1       ,0      ,-1     ,2        ,10000  ,65536       ,1.129E+06 ,1.118E+06 ,1.129E+06 ,1.10E+06  ,1.661E+06 ,2.574E+04
memcpy_0_avx2_movsb   ,rand SPEC2017   ,1       ,0      ,-1     ,2        ,80000  ,8192        ,1.280E+05 ,1.268E+05 ,1.277E+05 ,1.21E+05  ,1.385E+06 ,1.834E+04
memcpy_1_avx2_movsb   ,rand SPEC2017   ,1       ,0      ,-1     ,0        ,10000  ,65536       ,1.138E+06 ,1.139E+06 ,1.138E+06 ,1.08E+06  ,1.679E+06 ,2.542E+04
memcpy_1_avx2_movsb   ,rand SPEC2017   ,1       ,0      ,-1     ,0        ,80000  ,8192        ,1.309E+05 ,1.303E+05 ,1.308E+05 ,1.25E+05  ,4.802E+05 ,4.594E+03
memcpy_1_avx2_movsb   ,rand SPEC2017   ,1       ,0      ,-1     ,1        ,10000  ,65536       ,1.143E+06 ,1.139E+06 ,1.143E+06 ,1.11E+06  ,1.504E+06 ,1.633E+04
memcpy_1_avx2_movsb   ,rand SPEC2017   ,1       ,0      ,-1     ,1        ,80000  ,8192        ,1.331E+05 ,1.331E+05 ,1.330E+05 ,1.25E+05  ,4.255E+05 ,5.306E+03
memcpy_1_avx2_movsb   ,rand SPEC2017   ,1       ,0      ,-1     ,2        ,10000  ,65536       ,1.186E+06 ,1.191E+06 ,1.185E+06 ,1.13E+06  ,1.595E+06 ,2.646E+04
memcpy_1_avx2_movsb   ,rand SPEC2017   ,1       ,0      ,-1     ,2        ,80000  ,8192        ,1.328E+05 ,1.324E+05 ,1.328E+05 ,1.27E+05  ,4.725E+05 ,3.644E+03
