cpu,align_entry,padding,ev_name,ref_cycles,ev_count
icl,16,NOP144,UOPS_DISPATCHED_PORT_2_3,29238.0,7801991355
icl,16,NOP144,UOPS_DISPATCHED_PORT_4_9,28911.0,3448986081
icl,16,NOP144,UOPS_DISPATCHED_PORT_5,29100.0,2432780627
icl,16,NOP144,UOPS_DISPATCHED_PORT_6,28927.0,5031381706
icl,16,NOP144,UOPS_DISPATCHED_PORT_7_8,29252.0,3831623040
icl,16,NOP145,INT_MISC_CLEAR_RESTEER_CYCLES,30260.0,1322939322
icl,16,NOP145,INT_MISC_RECOVERY_CYCLES,30187.0,1523819876
icl,16,NOP145,INT_MISC_UOP_DROPPING,29785.0,298924156
icl,16,NOP145,UOPS_RETIRED_SLOTS,30308.0,15581866071
icl,16,NOP145,UOPS_ISSUED_ANY,29654.0,30966754351
icl,16,NOP145,UOPS_EXECUTED_CORE,29719.0,26773457597
icl,16,NOP145,IDQ_UOPS_NOT_DELIVERED_CORE,29808.0,22621429301
icl,16,NOP145,IDQ_MS_UOPS,29778.0,10201353
icl,16,NOP145,IDQ_MITE_UOPS,29808.0,7710873
icl,16,NOP145,IDQ_DSB_UOPS,30208.0,32145574167
icl,16,NOP145,DSB2MITE_SWITCHES_PENALTY_CYCLES,30213.0,2301457
icl,16,NOP145,LSD_UOPS,29848.0,0
icl,16,NOP145,BR_INST_RETIRED_COND,29808.0,2469800000
icl,16,NOP145,BRANCH_INSTRUCTIONS_RETIRED,30254.0,4108202387
icl,16,NOP145,BR_INST_RETIRED_COND_TAKEN,29951.0,1698799999
icl,16,NOP145,BR_INST_RETIRED_COND_NTAKEN,30188.0,771000001
icl,16,NOP145,MISPREDICTED_BRANCH_RETIRED,29662.0,304630456
icl,16,NOP145,BR_MISP_RETIRED_COND_TAKEN,30158.0,149886919
icl,16,NOP145,BR_MISP_RETIRED_COND_NTAKEN,30134.0,162556617
icl,16,NOP145,BACLEARS_ANY,29738.0,986
icl,16,NOP145,UOPS_DISPATCHED_PORT_0,30414.0,2211695793
icl,16,NOP145,UOPS_DISPATCHED_PORT_1,30168.0,2356213342
icl,16,NOP145,UOPS_DISPATCHED_PORT_2_3,29850.0,7897238315
icl,16,NOP145,UOPS_DISPATCHED_PORT_4_9,30137.0,3520451028
icl,16,NOP145,UOPS_DISPATCHED_PORT_5,30183.0,2481162180
icl,16,NOP145,UOPS_DISPATCHED_PORT_6,29861.0,5138637804
icl,16,NOP145,UOPS_DISPATCHED_PORT_7_8,29792.0,3880964557
icl,16,NOP160,INT_MISC_CLEAR_RESTEER_CYCLES,13278.0,23331617
icl,16,NOP160,INT_MISC_RECOVERY_CYCLES,13052.0,3717333
icl,16,NOP160,INT_MISC_UOP_DROPPING,13067.0,1398362
icl,16,NOP160,UOPS_RETIRED_SLOTS,13067.0,15582229027
icl,16,NOP160,UOPS_ISSUED_ANY,13101.0,15673851291
icl,16,NOP160,UOPS_EXECUTED_CORE,13018.0,18091613271
icl,16,NOP160,IDQ_UOPS_NOT_DELIVERED_CORE,13005.0,10064199289
icl,16,NOP160,IDQ_MS_UOPS,13067.0,10527952
icl,16,NOP160,IDQ_MITE_UOPS,13210.0,7636456
icl,16,NOP160,IDQ_DSB_UOPS,13055.0,15676454600
icl,16,NOP160,DSB2MITE_SWITCHES_PENALTY_CYCLES,13089.0,1908252
icl,16,NOP160,LSD_UOPS,13115.0,0
icl,16,NOP160,BR_INST_RETIRED_COND,12961.0,2469800000
icl,16,NOP160,BRANCH_INSTRUCTIONS_RETIRED,12957.0,4108201160
icl,16,NOP160,BR_INST_RETIRED_COND_TAKEN,13074.0,1698799999
icl,16,NOP160,BR_INST_RETIRED_COND_NTAKEN,13072.0,771000001
icl,16,NOP160,MISPREDICTED_BRANCH_RETIRED,13051.0,358588
icl,16,NOP160,BR_MISP_RETIRED_COND_TAKEN,13067.0,306199
icl,16,NOP160,BR_MISP_RETIRED_COND_NTAKEN,13101.0,273673
icl,16,NOP160,BACLEARS_ANY,12999.0,177
icl,16,NOP160,UOPS_DISPATCHED_PORT_0,13026.0,2209036706
icl,16,NOP160,UOPS_DISPATCHED_PORT_1,13120.0,1692698846
icl,16,NOP160,UOPS_DISPATCHED_PORT_2_3,13161.0,4963594589
icl,16,NOP160,UOPS_DISPATCHED_PORT_4_9,13097.0,2550988661
icl,16,NOP160,UOPS_DISPATCHED_PORT_5,13051.0,1786124374
icl,16,NOP160,UOPS_DISPATCHED_PORT_6,13112.0,2732313363
icl,16,NOP160,UOPS_DISPATCHED_PORT_7_8,13153.0,2491073618
icl,16,NOP161,INT_MISC_CLEAR_RESTEER_CYCLES,13110.0,5560573
icl,16,NOP161,INT_MISC_RECOVERY_CYCLES,13039.0,2164550
icl,16,NOP161,INT_MISC_UOP_DROPPING,13106.0,1387051
icl,16,NOP161,UOPS_RETIRED_SLOTS,13064.0,15581786420
icl,16,NOP161,UOPS_ISSUED_ANY,13042.0,15627235840
icl,16,NOP161,UOPS_EXECUTED_CORE,12934.0,18076048751
icl,16,NOP161,IDQ_UOPS_NOT_DELIVERED_CORE,13095.0,10096052520
icl,16,NOP161,IDQ_MS_UOPS,12940.0,10205839
icl,16,NOP161,IDQ_MITE_UOPS,13142.0,8012798
icl,16,NOP161,IDQ_DSB_UOPS,12966.0,15611001344
icl,16,NOP161,DSB2MITE_SWITCHES_PENALTY_CYCLES,13035.0,2075798
icl,16,NOP161,LSD_UOPS,13074.0,0
icl,16,NOP161,BR_INST_RETIRED_COND,13090.0,2469800000
icl,16,NOP161,BRANCH_INSTRUCTIONS_RETIRED,13268.0,4108201190
icl,16,NOP161,BR_INST_RETIRED_COND_TAKEN,13029.0,1698799999
icl,16,NOP161,BR_INST_RETIRED_COND_NTAKEN,13097.0,771000001
icl,16,NOP161,MISPREDICTED_BRANCH_RETIRED,13113.0,329562
icl,16,NOP161,BR_MISP_RETIRED_COND_TAKEN,13156.0,62219
icl,16,NOP161,BR_MISP_RETIRED_COND_NTAKEN,13307.0,115242
icl,16,NOP161,BACLEARS_ANY,13072.0,898
icl,16,NOP161,UOPS_DISPATCHED_PORT_0,12933.0,2210979957
icl,16,NOP161,UOPS_DISPATCHED_PORT_1,13026.0,1693863143
icl,16,NOP161,UOPS_DISPATCHED_PORT_2_3,13103.0,4947436352
icl,16,NOP161,UOPS_DISPATCHED_PORT_4_9,13148.0,2529549852
icl,16,NOP161,UOPS_DISPATCHED_PORT_5,13048.0,1788741472
icl,16,NOP161,UOPS_DISPATCHED_PORT_6,12954.0,2713266807
icl,16,NOP161,UOPS_DISPATCHED_PORT_7_8,13096.0,2483611321
icl,16,NOP176,INT_MISC_CLEAR_RESTEER_CYCLES,12711.0,16255664
icl,16,NOP176,INT_MISC_RECOVERY_CYCLES,12709.0,16212787
icl,16,NOP176,INT_MISC_UOP_DROPPING,12847.0,4486072
icl,16,NOP176,UOPS_RETIRED_SLOTS,12617.0,15582004185
icl,16,NOP176,UOPS_ISSUED_ANY,12688.0,15807148341
icl,16,NOP176,UOPS_EXECUTED_CORE,12771.0,18238456498
icl,16,NOP176,IDQ_UOPS_NOT_DELIVERED_CORE,12720.0,9053558839
icl,16,NOP176,IDQ_MS_UOPS,12637.0,11684240
icl,16,NOP176,IDQ_MITE_UOPS,12677.0,8195816
icl,16,NOP176,IDQ_DSB_UOPS,12679.0,15798541292
icl,16,NOP176,DSB2MITE_SWITCHES_PENALTY_CYCLES,12627.0,2211207
icl,16,NOP176,LSD_UOPS,12664.0,0
icl,16,NOP176,BR_INST_RETIRED_COND,12858.0,2469800000
icl,16,NOP176,BRANCH_INSTRUCTIONS_RETIRED,12711.0,4108201166
icl,16,NOP176,BR_INST_RETIRED_COND_TAKEN,12751.0,1698799999
icl,16,NOP176,BR_INST_RETIRED_COND_NTAKEN,12788.0,771000001
icl,16,NOP176,MISPREDICTED_BRANCH_RETIRED,12768.0,2878080
icl,16,NOP176,BR_MISP_RETIRED_COND_TAKEN,12718.0,1344217
icl,16,NOP176,BR_MISP_RETIRED_COND_NTAKEN,12795.0,1396310
icl,16,NOP176,BACLEARS_ANY,13035.0,10439
icl,16,NOP176,UOPS_DISPATCHED_PORT_0,12808.0,2240160885
icl,16,NOP176,UOPS_DISPATCHED_PORT_1,12928.0,1712464923
icl,16,NOP176,UOPS_DISPATCHED_PORT_2_3,12783.0,4985495018
icl,16,NOP176,UOPS_DISPATCHED_PORT_4_9,13018.0,2566295541
icl,16,NOP176,UOPS_DISPATCHED_PORT_5,12945.0,1800833408
icl,16,NOP176,UOPS_DISPATCHED_PORT_6,12774.0,2747142979
icl,16,NOP176,UOPS_DISPATCHED_PORT_7_8,12789.0,2507721721
icl,16,NOP177,INT_MISC_CLEAR_RESTEER_CYCLES,12968.0,34981349
icl,16,NOP177,INT_MISC_RECOVERY_CYCLES,12878.0,19254721
icl,16,NOP177,INT_MISC_UOP_DROPPING,12799.0,4123244
icl,16,NOP177,UOPS_RETIRED_SLOTS,12745.0,15582153901
icl,16,NOP177,UOPS_ISSUED_ANY,12898.0,15904700259
icl,16,NOP177,UOPS_EXECUTED_CORE,13067.0,18363323751
icl,16,NOP177,IDQ_UOPS_NOT_DELIVERED_CORE,12902.0,9091638192
icl,16,NOP177,IDQ_MS_UOPS,12808.0,10091787
icl,16,NOP177,IDQ_MITE_UOPS,12871.0,7503192
icl,16,NOP177,IDQ_DSB_UOPS,12844.0,15809364311
icl,16,NOP177,DSB2MITE_SWITCHES_PENALTY_CYCLES,13075.0,2882471
icl,16,NOP177,LSD_UOPS,12778.0,0
icl,16,NOP177,BR_INST_RETIRED_COND,12862.0,2469800000
icl,16,NOP177,BRANCH_INSTRUCTIONS_RETIRED,12884.0,4108201202
icl,16,NOP177,BR_INST_RETIRED_COND_TAKEN,12823.0,1698799999
icl,16,NOP177,BR_INST_RETIRED_COND_NTAKEN,13038.0,771000001
icl,16,NOP177,MISPREDICTED_BRANCH_RETIRED,12853.0,3254412
icl,16,NOP177,BR_MISP_RETIRED_COND_TAKEN,12904.0,1874329
icl,16,NOP177,BR_MISP_RETIRED_COND_NTAKEN,13089.0,1562347
icl,16,NOP177,BACLEARS_ANY,12864.0,830
icl,16,NOP177,UOPS_DISPATCHED_PORT_0,12840.0,2238414190
icl,16,NOP177,UOPS_DISPATCHED_PORT_1,12891.0,1706015423
icl,16,NOP177,UOPS_DISPATCHED_PORT_2_3,12894.0,4991540517
icl,16,NOP177,UOPS_DISPATCHED_PORT_4_9,12921.0,2550428744
icl,16,NOP177,UOPS_DISPATCHED_PORT_5,12921.0,1785655439
icl,16,NOP177,UOPS_DISPATCHED_PORT_6,12922.0,2746866981
icl,16,NOP177,UOPS_DISPATCHED_PORT_7_8,12943.0,2499130308
icl,16,NOP192,INT_MISC_CLEAR_RESTEER_CYCLES,27630.0,1083857903
icl,16,NOP192,INT_MISC_RECOVERY_CYCLES,27546.0,1261226102
icl,16,NOP192,INT_MISC_UOP_DROPPING,27098.0,242073254
icl,16,NOP192,UOPS_RETIRED_SLOTS,27299.0,15582095511
icl,16,NOP192,UOPS_ISSUED_ANY,27083.0,28163208301
icl,16,NOP192,UOPS_EXECUTED_CORE,26962.0,25133847865
icl,16,NOP192,IDQ_UOPS_NOT_DELIVERED_CORE,27120.0,21077412604
icl,16,NOP192,IDQ_MS_UOPS,27299.0,10031950
icl,16,NOP192,IDQ_MITE_UOPS,27414.0,7533509
icl,16,NOP192,IDQ_DSB_UOPS,27474.0,29013953663
icl,16,NOP192,DSB2MITE_SWITCHES_PENALTY_CYCLES,27409.0,3132293
icl,16,NOP192,LSD_UOPS,27437.0,0
icl,16,NOP192,BR_INST_RETIRED_COND,27447.0,2469800000
icl,16,NOP192,BRANCH_INSTRUCTIONS_RETIRED,27354.0,4108202168
icl,16,NOP192,BR_INST_RETIRED_COND_TAKEN,26722.0,1698799999
icl,16,NOP192,BR_INST_RETIRED_COND_NTAKEN,27204.0,771000001
icl,16,NOP192,MISPREDICTED_BRANCH_RETIRED,27350.0,258914256
icl,16,NOP192,BR_MISP_RETIRED_COND_TAKEN,27074.0,115246944
icl,16,NOP192,BR_MISP_RETIRED_COND_NTAKEN,27046.0,135242446
icl,16,NOP192,BACLEARS_ANY,26964.0,1590
icl,16,NOP192,UOPS_DISPATCHED_PORT_0,27564.0,2152723634
icl,16,NOP192,UOPS_DISPATCHED_PORT_1,26701.0,2187942014
icl,16,NOP192,UOPS_DISPATCHED_PORT_2_3,27009.0,7381152183
icl,16,NOP192,UOPS_DISPATCHED_PORT_4_9,26816.0,3308134378
icl,16,NOP192,UOPS_DISPATCHED_PORT_5,27057.0,2335423336
icl,16,NOP192,UOPS_DISPATCHED_PORT_6,26928.0,4794943494
icl,16,NOP192,UOPS_DISPATCHED_PORT_7_8,27478.0,3664660048
icl,16,NOP193,INT_MISC_CLEAR_RESTEER_CYCLES,26684.0,1029619311
icl,16,NOP193,INT_MISC_RECOVERY_CYCLES,27022.0,1234214673
icl,16,NOP193,INT_MISC_UOP_DROPPING,27321.0,248563593
icl,16,NOP193,UOPS_RETIRED_SLOTS,26754.0,15581935216
icl,16,NOP193,UOPS_ISSUED_ANY,27240.0,28334001744
icl,16,NOP193,UOPS_EXECUTED_CORE,26832.0,25201904961
icl,16,NOP193,IDQ_UOPS_NOT_DELIVERED_CORE,26948.0,21276455901
icl,16,NOP193,IDQ_MS_UOPS,27303.0,10137041
icl,16,NOP193,IDQ_MITE_UOPS,27052.0,6577856
icl,16,NOP193,IDQ_DSB_UOPS,27056.0,28956924511
icl,16,NOP193,DSB2MITE_SWITCHES_PENALTY_CYCLES,26884.0,1651767
icl,16,NOP193,LSD_UOPS,26869.0,0
icl,16,NOP193,BR_INST_RETIRED_COND,26762.0,2469800000
icl,16,NOP193,BRANCH_INSTRUCTIONS_RETIRED,26895.0,4108202201
icl,16,NOP193,BR_INST_RETIRED_COND_TAKEN,26860.0,1698799999
icl,16,NOP193,BR_INST_RETIRED_COND_NTAKEN,26851.0,771000001
icl,16,NOP193,MISPREDICTED_BRANCH_RETIRED,26829.0,251624205
icl,16,NOP193,BR_MISP_RETIRED_COND_TAKEN,26712.0,114315905
icl,16,NOP193,BR_MISP_RETIRED_COND_NTAKEN,27175.0,138804235
icl,16,NOP193,BACLEARS_ANY,26746.0,1346
icl,16,NOP193,UOPS_DISPATCHED_PORT_0,27366.0,2151809049
icl,16,NOP193,UOPS_DISPATCHED_PORT_1,27029.0,2197790445
icl,16,NOP193,UOPS_DISPATCHED_PORT_2_3,27202.0,7402467026
icl,16,NOP193,UOPS_DISPATCHED_PORT_4_9,27119.0,3333264196
icl,16,NOP193,UOPS_DISPATCHED_PORT_5,26790.0,2331275187
icl,16,NOP193,UOPS_DISPATCHED_PORT_6,27026.0,4821343635
icl,16,NOP193,UOPS_DISPATCHED_PORT_7_8,26542.0,3609926301
icl,16,NOP208,INT_MISC_CLEAR_RESTEER_CYCLES,29162.0,1253353084
icl,16,NOP208,INT_MISC_RECOVERY_CYCLES,28807.0,1405403762
icl,16,NOP208,INT_MISC_UOP_DROPPING,29215.0,290254868
icl,16,NOP208,UOPS_RETIRED_SLOTS,28725.0,15581595166
icl,16,NOP208,UOPS_ISSUED_ANY,29167.0,30460248018
icl,16,NOP208,UOPS_EXECUTED_CORE,28822.0,26202017754
icl,16,NOP208,IDQ_UOPS_NOT_DELIVERED_CORE,28756.0,22077971238
icl,16,NOP208,IDQ_MS_UOPS,29105.0,9873878
icl,16,NOP208,IDQ_MITE_UOPS,28807.0,7876823
icl,16,NOP208,IDQ_DSB_UOPS,28805.0,30890752131
icl,16,NOP208,DSB2MITE_SWITCHES_PENALTY_CYCLES,29248.0,1951838
icl,16,NOP208,LSD_UOPS,29185.0,0
icl,16,NOP208,BR_INST_RETIRED_COND,29113.0,2469800000
icl,16,NOP208,BRANCH_INSTRUCTIONS_RETIRED,29102.0,4108202321
icl,16,NOP208,BR_INST_RETIRED_COND_TAKEN,28700.0,1698799999
icl,16,NOP208,BR_INST_RETIRED_COND_NTAKEN,29340.0,771000001
icl,16,NOP208,MISPREDICTED_BRANCH_RETIRED,29218.0,298917306
icl,16,NOP208,BR_MISP_RETIRED_COND_TAKEN,29078.0,144204714
icl,16,NOP208,BR_MISP_RETIRED_COND_NTAKEN,28728.0,149333671
icl,16,NOP208,BACLEARS_ANY,29214.0,1393
icl,16,NOP208,UOPS_DISPATCHED_PORT_0,29188.0,2184754052
icl,16,NOP208,UOPS_DISPATCHED_PORT_1,29168.0,2317896031
icl,16,NOP208,UOPS_DISPATCHED_PORT_2_3,29141.0,7798709423
icl,16,NOP208,UOPS_DISPATCHED_PORT_4_9,28771.0,3448198796
icl,16,NOP208,UOPS_DISPATCHED_PORT_5,29168.0,2448363971
icl,16,NOP208,UOPS_DISPATCHED_PORT_6,29283.0,5086435950
icl,16,NOP208,UOPS_DISPATCHED_PORT_7_8,28688.0,3801739158
icl,16,NOP209,INT_MISC_CLEAR_RESTEER_CYCLES,29717.0,1294242717
icl,16,NOP209,INT_MISC_RECOVERY_CYCLES,29630.0,1489602173
icl,16,NOP209,INT_MISC_UOP_DROPPING,29405.0,295887154
icl,16,NOP209,UOPS_RETIRED_SLOTS,29374.0,15581666693
icl,16,NOP209,UOPS_ISSUED_ANY,29480.0,30795583413
icl,16,NOP209,UOPS_EXECUTED_CORE,29619.0,26670472411
icl,16,NOP209,IDQ_UOPS_NOT_DELIVERED_CORE,29679.0,22906372543
icl,16,NOP209,IDQ_MS_UOPS,29572.0,9939847
icl,16,NOP209,IDQ_MITE_UOPS,29665.0,7479907
icl,16,NOP209,IDQ_DSB_UOPS,29432.0,31534505277
icl,16,NOP209,DSB2MITE_SWITCHES_PENALTY_CYCLES,29634.0,1926966
icl,16,NOP209,LSD_UOPS,29642.0,0
icl,16,NOP209,BR_INST_RETIRED_COND,29436.0,2469800000
icl,16,NOP209,BRANCH_INSTRUCTIONS_RETIRED,29560.0,4108202362
icl,16,NOP209,BR_INST_RETIRED_COND_TAKEN,29665.0,1698799999
icl,16,NOP209,BR_INST_RETIRED_COND_NTAKEN,29664.0,771000001
icl,16,NOP209,MISPREDICTED_BRANCH_RETIRED,29553.0,306390180
icl,16,NOP209,BR_MISP_RETIRED_COND_TAKEN,29791.0,149892042
icl,16,NOP209,BR_MISP_RETIRED_COND_NTAKEN,29683.0,155617100
icl,16,NOP209,BACLEARS_ANY,29559.0,1523
icl,16,NOP209,UOPS_DISPATCHED_PORT_0,29576.0,2184940853
icl,16,NOP209,UOPS_DISPATCHED_PORT_1,29492.0,2337320677
icl,16,NOP209,UOPS_DISPATCHED_PORT_2_3,29579.0,7860018294
icl,16,NOP209,UOPS_DISPATCHED_PORT_4_9,29560.0,3486195635
icl,16,NOP209,UOPS_DISPATCHED_PORT_5,29677.0,2456573913
icl,16,NOP209,UOPS_DISPATCHED_PORT_6,29484.0,5094459424
icl,16,NOP209,UOPS_DISPATCHED_PORT_7_8,29413.0,3862696779
icl,16,NOP224,INT_MISC_CLEAR_RESTEER_CYCLES,12936.0,5170929
icl,16,NOP224,INT_MISC_RECOVERY_CYCLES,12948.0,2994993
icl,16,NOP224,INT_MISC_UOP_DROPPING,13046.0,981729
icl,16,NOP224,UOPS_RETIRED_SLOTS,12986.0,15581825206
icl,16,NOP224,UOPS_ISSUED_ANY,13034.0,15632428556
icl,16,NOP224,UOPS_EXECUTED_CORE,13072.0,18111916994
icl,16,NOP224,IDQ_UOPS_NOT_DELIVERED_CORE,12984.0,10100162232
icl,16,NOP224,IDQ_MS_UOPS,13088.0,10724095
icl,16,NOP224,IDQ_MITE_UOPS,13027.0,8314137
icl,16,NOP224,IDQ_DSB_UOPS,13040.0,15661405055
icl,16,NOP224,DSB2MITE_SWITCHES_PENALTY_CYCLES,13024.0,1756871
icl,16,NOP224,LSD_UOPS,13070.0,0
icl,16,NOP224,BR_INST_RETIRED_COND,13019.0,2469800000
icl,16,NOP224,BRANCH_INSTRUCTIONS_RETIRED,13048.0,4108201123
icl,16,NOP224,BR_INST_RETIRED_COND_TAKEN,13038.0,1698799999
icl,16,NOP224,BR_INST_RETIRED_COND_NTAKEN,13116.0,771000001
icl,16,NOP224,MISPREDICTED_BRANCH_RETIRED,13300.0,1092887
icl,16,NOP224,BR_MISP_RETIRED_COND_TAKEN,13182.0,215611
icl,16,NOP224,BR_MISP_RETIRED_COND_NTAKEN,13192.0,339271
icl,16,NOP224,BACLEARS_ANY,13146.0,238
icl,16,NOP224,UOPS_DISPATCHED_PORT_0,13115.0,2209775473
icl,16,NOP224,UOPS_DISPATCHED_PORT_1,13149.0,1699190254
icl,16,NOP224,UOPS_DISPATCHED_PORT_2_3,13117.0,4957089706
icl,16,NOP224,UOPS_DISPATCHED_PORT_4_9,13297.0,2559383239
icl,16,NOP224,UOPS_DISPATCHED_PORT_5,13106.0,1789781113
icl,16,NOP224,UOPS_DISPATCHED_PORT_6,13096.0,2724478502
icl,16,NOP224,UOPS_DISPATCHED_PORT_7_8,13061.0,2482319426
icl,16,NOP225,INT_MISC_CLEAR_RESTEER_CYCLES,13161.0,8165470
icl,16,NOP225,INT_MISC_RECOVERY_CYCLES,13178.0,4775888
icl,16,NOP225,INT_MISC_UOP_DROPPING,13047.0,1234950
icl,16,NOP225,UOPS_RETIRED_SLOTS,13143.0,15581869652
icl,16,NOP225,UOPS_ISSUED_ANY,13149.0,15633761047
icl,16,NOP225,UOPS_EXECUTED_CORE,13170.0,18116100625
icl,16,NOP225,IDQ_UOPS_NOT_DELIVERED_CORE,13134.0,10014991007
icl,16,NOP225,IDQ_MS_UOPS,13130.0,10462215
icl,16,NOP225,IDQ_MITE_UOPS,13099.0,7607093
icl,16,NOP225,IDQ_DSB_UOPS,13102.0,15638379140
icl,16,NOP225,DSB2MITE_SWITCHES_PENALTY_CYCLES,13129.0,1838825
icl,16,NOP225,LSD_UOPS,13129.0,0
icl,16,NOP225,BR_INST_RETIRED_COND,13237.0,2469800000
icl,16,NOP225,BRANCH_INSTRUCTIONS_RETIRED,13113.0,4108201232
icl,16,NOP225,BR_INST_RETIRED_COND_TAKEN,13124.0,1698799999
icl,16,NOP225,BR_INST_RETIRED_COND_NTAKEN,13142.0,771000001
icl,16,NOP225,MISPREDICTED_BRANCH_RETIRED,13122.0,457922
icl,16,NOP225,BR_MISP_RETIRED_COND_TAKEN,13075.0,298247
icl,16,NOP225,BR_MISP_RETIRED_COND_NTAKEN,13112.0,174057
icl,16,NOP225,BACLEARS_ANY,13054.0,151
icl,16,NOP225,UOPS_DISPATCHED_PORT_0,13232.0,2215620767
icl,16,NOP225,UOPS_DISPATCHED_PORT_1,13028.0,1695194492
icl,16,NOP225,UOPS_DISPATCHED_PORT_2_3,13077.0,4950024590
icl,16,NOP225,UOPS_DISPATCHED_PORT_4_9,13122.0,2534707430
icl,16,NOP225,UOPS_DISPATCHED_PORT_5,13064.0,1787850450
icl,16,NOP225,UOPS_DISPATCHED_PORT_6,13044.0,2711138420
icl,16,NOP225,UOPS_DISPATCHED_PORT_7_8,13051.0,2491483018
icl,16,NOP240,INT_MISC_CLEAR_RESTEER_CYCLES,12804.0,20719313
icl,16,NOP240,INT_MISC_RECOVERY_CYCLES,12951.0,19847283
icl,16,NOP240,INT_MISC_UOP_DROPPING,12780.0,3519401
icl,16,NOP240,UOPS_RETIRED_SLOTS,12702.0,15582032346
icl,16,NOP240,UOPS_ISSUED_ANY,12882.0,15827210570
icl,16,NOP240,UOPS_EXECUTED_CORE,12887.0,18216077554
icl,16,NOP240,IDQ_UOPS_NOT_DELIVERED_CORE,12839.0,9015578235
icl,16,NOP240,IDQ_MS_UOPS,13125.0,14167188
icl,16,NOP240,IDQ_MITE_UOPS,12930.0,6928315
icl,16,NOP240,IDQ_DSB_UOPS,12938.0,15847856562
icl,16,NOP240,DSB2MITE_SWITCHES_PENALTY_CYCLES,12815.0,4115122
icl,16,NOP240,LSD_UOPS,12855.0,0
icl,16,NOP240,BR_INST_RETIRED_COND,12828.0,2469800000
icl,16,NOP240,BRANCH_INSTRUCTIONS_RETIRED,12868.0,4108201169
icl,16,NOP240,BR_INST_RETIRED_COND_TAKEN,12842.0,1698799999
icl,16,NOP240,BR_INST_RETIRED_COND_NTAKEN,12840.0,771000001
icl,16,NOP240,MISPREDICTED_BRANCH_RETIRED,12816.0,2490885
icl,16,NOP240,BR_MISP_RETIRED_COND_TAKEN,12916.0,1530019
icl,16,NOP240,BR_MISP_RETIRED_COND_NTAKEN,12860.0,1705657
icl,16,NOP240,BACLEARS_ANY,13004.0,1276
icl,16,NOP240,UOPS_DISPATCHED_PORT_0,12878.0,2236439211
icl,16,NOP240,UOPS_DISPATCHED_PORT_1,12840.0,1699108048
icl,16,NOP240,UOPS_DISPATCHED_PORT_2_3,12882.0,4981090991
icl,16,NOP240,UOPS_DISPATCHED_PORT_4_9,12936.0,2543702388
icl,16,NOP240,UOPS_DISPATCHED_PORT_5,12906.0,1789396663
icl,16,NOP240,UOPS_DISPATCHED_PORT_6,12924.0,2742718959
icl,16,NOP240,UOPS_DISPATCHED_PORT_7_8,12858.0,2498239861
icl,16,NOP241,INT_MISC_CLEAR_RESTEER_CYCLES,12829.0,15143024
icl,16,NOP241,INT_MISC_RECOVERY_CYCLES,12959.0,18265319
icl,16,NOP241,INT_MISC_UOP_DROPPING,12919.0,3846110
icl,16,NOP241,UOPS_RETIRED_SLOTS,13004.0,15583270498
icl,16,NOP241,UOPS_ISSUED_ANY,12954.0,15839416485
icl,16,NOP241,UOPS_EXECUTED_CORE,12981.0,18223147616
icl,16,NOP241,IDQ_UOPS_NOT_DELIVERED_CORE,13104.0,8994673325
icl,16,NOP241,IDQ_MS_UOPS,12965.0,10283529
icl,16,NOP241,IDQ_MITE_UOPS,12945.0,7199976
icl,16,NOP241,IDQ_DSB_UOPS,13001.0,15823927769
icl,16,NOP241,DSB2MITE_SWITCHES_PENALTY_CYCLES,12946.0,1744699
icl,16,NOP241,LSD_UOPS,12959.0,0
icl,16,NOP241,BR_INST_RETIRED_COND,13081.0,2469800000
icl,16,NOP241,BRANCH_INSTRUCTIONS_RETIRED,13118.0,4108201211
icl,16,NOP241,BR_INST_RETIRED_COND_TAKEN,12947.0,1698799999
icl,16,NOP241,BR_INST_RETIRED_COND_NTAKEN,12941.0,771000001
icl,16,NOP241,MISPREDICTED_BRANCH_RETIRED,12888.0,3054988
icl,16,NOP241,BR_MISP_RETIRED_COND_TAKEN,12903.0,1398443
icl,16,NOP241,BR_MISP_RETIRED_COND_NTAKEN,12875.0,1621024
icl,16,NOP241,BACLEARS_ANY,12938.0,336
icl,16,NOP241,UOPS_DISPATCHED_PORT_0,12855.0,2243347592
icl,16,NOP241,UOPS_DISPATCHED_PORT_1,12890.0,1705456180
icl,16,NOP241,UOPS_DISPATCHED_PORT_2_3,12836.0,4989328110
icl,16,NOP241,UOPS_DISPATCHED_PORT_4_9,12854.0,2542340507
icl,16,NOP241,UOPS_DISPATCHED_PORT_5,12871.0,1783760721
icl,16,NOP241,UOPS_DISPATCHED_PORT_6,12894.0,2741309497
icl,16,NOP241,UOPS_DISPATCHED_PORT_7_8,13069.0,2539853804
icl,16,NOP256,INT_MISC_CLEAR_RESTEER_CYCLES,27034.0,1033819694
icl,16,NOP256,INT_MISC_RECOVERY_CYCLES,27272.0,1225609690
icl,16,NOP256,INT_MISC_UOP_DROPPING,27193.0,244203229
icl,16,NOP256,UOPS_RETIRED_SLOTS,26988.0,15585387288
icl,16,NOP256,UOPS_ISSUED_ANY,27168.0,28107906209
icl,16,NOP256,UOPS_EXECUTED_CORE,27154.0,25199686627
icl,16,NOP256,IDQ_UOPS_NOT_DELIVERED_CORE,27381.0,21335612058
icl,16,NOP256,IDQ_MS_UOPS,27214.0,11485695
