align_entry,padding,ev_name,ref_cycles,ev_count
16,NOP0,BACLEARS_ANY,32459.0,9276884
16,NOP0,BRANCH_INSTRUCTIONS_RETIRED,32434.0,4108201114
16,NOP0,DSB2MITE_SWITCHES_PENALTY_CYCLES,32040.0,441853041
16,NOP0,IDQ_DSB_UOPS,32298.0,31950566434
16,NOP0,IDQ_MITE_UOPS,32240.0,864858786
16,NOP0,IDQ_MS_UOPS,33637.0,9861186
16,NOP0,IDQ_UOPS_NOT_DELIVERED_CORE,33003.0,14991311289
16,NOP0,INT_MISC_CLEAR_RESTEER_CYCLES,33541.0,1573731731
16,NOP0,INT_MISC_RECOVERY_CYCLES,33790.0,2140084539
16,NOP0,LSD_UOPS,33772.0,0
16,NOP0,MISPREDICTED_BRANCH_RETIRED,34198.0,383108937
16,NOP0,UOPS_DISPATCHED_PORT_0,34349.0,1744125607
16,NOP0,UOPS_DISPATCHED_PORT_1,34304.0,1750319123
16,NOP0,UOPS_DISPATCHED_PORT_2,34741.0,5063225269
16,NOP0,UOPS_DISPATCHED_PORT_3,34698.0,4758876716
16,NOP0,UOPS_DISPATCHED_PORT_4,34649.0,3275285128
16,NOP0,UOPS_DISPATCHED_PORT_5,35049.0,1940622452
16,NOP0,UOPS_DISPATCHED_PORT_6,35574.0,6153640716
16,NOP0,UOPS_DISPATCHED_PORT_7,35837.0,1823508502
16,NOP0,UOPS_ISSUED_ALL,35588.0,29435243256
16,NOP0,UOPS_RETIRED_ANY,35814.0,20334860876
16,NOP0,UOPS_RETIRED_RETIRE_SLOTS,35348.0,17062359455
16,NOP1,BACLEARS_ANY,35391.0,8887053
16,NOP1,BRANCH_INSTRUCTIONS_RETIRED,35730.0,4108201263
16,NOP1,DSB2MITE_SWITCHES_PENALTY_CYCLES,35521.0,541418759
16,NOP1,IDQ_DSB_UOPS,35648.0,31846923727
16,NOP1,IDQ_MITE_UOPS,36142.0,899055330
16,NOP1,IDQ_MS_UOPS,35689.0,9764432
16,NOP1,IDQ_UOPS_NOT_DELIVERED_CORE,36292.0,15638028066
16,NOP1,INT_MISC_CLEAR_RESTEER_CYCLES,35940.0,1513733280
16,NOP1,INT_MISC_RECOVERY_CYCLES,36249.0,2153677305
16,NOP1,LSD_UOPS,35757.0,0
16,NOP1,MISPREDICTED_BRANCH_RETIRED,35899.0,376805769
16,NOP1,UOPS_DISPATCHED_PORT_0,35866.0,1740958604
16,NOP1,UOPS_DISPATCHED_PORT_1,36153.0,1731851074
16,NOP1,UOPS_DISPATCHED_PORT_2,36147.0,4969309947
16,NOP1,UOPS_DISPATCHED_PORT_3,35829.0,4752528233
16,NOP1,UOPS_DISPATCHED_PORT_4,36056.0,3247653841
16,NOP1,UOPS_DISPATCHED_PORT_5,35997.0,1908223552
16,NOP1,UOPS_DISPATCHED_PORT_6,36239.0,6044314062
16,NOP1,UOPS_DISPATCHED_PORT_7,36245.0,1854648157
16,NOP1,UOPS_ISSUED_ALL,36080.0,29005580563
16,NOP1,UOPS_RETIRED_ANY,36103.0,20335101175
16,NOP1,UOPS_RETIRED_RETIRE_SLOTS,36249.0,17062715631
16,NOP16,BACLEARS_ANY,44276.0,7878
16,NOP16,BRANCH_INSTRUCTIONS_RETIRED,44182.0,4108201410
16,NOP16,DSB2MITE_SWITCHES_PENALTY_CYCLES,43959.0,1534096
16,NOP16,IDQ_DSB_UOPS,44085.0,39368896987
16,NOP16,IDQ_MITE_UOPS,44059.0,6588929
16,NOP16,IDQ_MS_UOPS,44150.0,9749373
16,NOP16,IDQ_UOPS_NOT_DELIVERED_CORE,44388.0,16868129084
16,NOP16,INT_MISC_CLEAR_RESTEER_CYCLES,44274.0,1864055770
16,NOP16,INT_MISC_RECOVERY_CYCLES,44175.0,3069160890
16,NOP16,LSD_UOPS,44332.0,0
16,NOP16,MISPREDICTED_BRANCH_RETIRED,44461.0,551316317
16,NOP16,UOPS_DISPATCHED_PORT_0,44502.0,1867150969
16,NOP16,UOPS_DISPATCHED_PORT_1,44496.0,1953791979
16,NOP16,UOPS_DISPATCHED_PORT_2,44505.0,5827773987
16,NOP16,UOPS_DISPATCHED_PORT_3,44625.0,5686479609
16,NOP16,UOPS_DISPATCHED_PORT_4,44514.0,3581982248
16,NOP16,UOPS_DISPATCHED_PORT_5,44803.0,2164390288
16,NOP16,UOPS_DISPATCHED_PORT_6,44226.0,6929283177
16,NOP16,UOPS_DISPATCHED_PORT_7,44563.0,2133379194
16,NOP16,UOPS_ISSUED_ALL,44637.0,34406457009
16,NOP16,UOPS_RETIRED_ANY,44357.0,20335002281
16,NOP16,UOPS_RETIRED_RETIRE_SLOTS,44470.0,17063352368
16,NOP17,BACLEARS_ANY,44746.0,10382
16,NOP17,BRANCH_INSTRUCTIONS_RETIRED,45118.0,4108201537
16,NOP17,DSB2MITE_SWITCHES_PENALTY_CYCLES,44951.0,1298887
16,NOP17,IDQ_DSB_UOPS,44929.0,39522361731
16,NOP17,IDQ_MITE_UOPS,45015.0,12888624
16,NOP17,IDQ_MS_UOPS,45143.0,9672836
16,NOP17,IDQ_UOPS_NOT_DELIVERED_CORE,45204.0,16700039175
16,NOP17,INT_MISC_CLEAR_RESTEER_CYCLES,44959.0,1863173068
16,NOP17,INT_MISC_RECOVERY_CYCLES,45146.0,3078211607
16,NOP17,LSD_UOPS,45220.0,0
16,NOP17,MISPREDICTED_BRANCH_RETIRED,45178.0,551152067
16,NOP17,UOPS_DISPATCHED_PORT_0,44930.0,1879579435
16,NOP17,UOPS_DISPATCHED_PORT_1,44914.0,1953520815
16,NOP17,UOPS_DISPATCHED_PORT_2,44894.0,5884151601
16,NOP17,UOPS_DISPATCHED_PORT_3,45199.0,5407874949
16,NOP17,UOPS_DISPATCHED_PORT_4,45146.0,3579855682
16,NOP17,UOPS_DISPATCHED_PORT_5,45015.0,2085011264
16,NOP17,UOPS_DISPATCHED_PORT_6,45176.0,6959383512
16,NOP17,UOPS_DISPATCHED_PORT_7,45063.0,2190348893
16,NOP17,UOPS_ISSUED_ALL,45128.0,34502143357
16,NOP17,UOPS_RETIRED_ANY,44792.0,20335396770
16,NOP17,UOPS_RETIRED_RETIRE_SLOTS,45207.0,17062515428
16,NOP32,BACLEARS_ANY,44975.0,5600924
16,NOP32,BRANCH_INSTRUCTIONS_RETIRED,44871.0,4108201441
16,NOP32,DSB2MITE_SWITCHES_PENALTY_CYCLES,45008.0,49244572
16,NOP32,IDQ_DSB_UOPS,44721.0,39412288066
16,NOP32,IDQ_MITE_UOPS,44568.0,242400851
